id,pack_type,extra_time,extra_flow,pack_change,contract,loss
645,1,-241.5,-59.82256118,0,0,1
646,1,-170,-60,0,0,1
647,1,30,-289.1502924,0,0,1
648,1,475.1666667,-14.16440807,0,0,1
649,1,-235.6666667,-59.72176679,0,0,1
650,1,316.15,-59.78532505,0,0,1
651,1,-81.66666667,-4.302595919,0,0,1
652,1,-50,-453,0,0,1
653,1,615.35,-59.7230678,0,0,1
654,1,-99.31666667,-59.70577188,0,0,1
655,1,-22.66666667,-59.81147948,0,0,1
656,1,-36.16666667,-28.23910419,0,0,1
657,1,-47.5,-154.7846367,0,0,1
658,1,290.8333333,-38.82879402,0,1,0
659,3,1200.833333,-300.086758,0,0,0
660,1,-94.33333333,-51.71285329,0,0,0
661,1,-148,-50.1735202,0,0,0
662,1,1354,218.8075739,0,0,1
663,3,-786.8333333,-612.0753898,0,0,1
664,1,136.0166667,-45.3387231,0,0,1
665,1,142.1,-59.74133674,0,0,1
666,1,1464,81.99163004,0,1,0
667,1,-361.8333333,-59.69219407,0,0,1
668,1,73.16666667,-34.19555378,0,0,1
669,1,-331.5,-52.82357303,0,0,1
670,1,-302.3333333,-59.30368155,0,0,1
671,1,-351.5,-38.82058459,1,1,1
672,1,376.1666667,8.886925965,0,0,0
673,1,-200,-254,0,0,1
674,1,168.1666667,-100.9249929,0,1,0
675,1,-423.8333333,-79.37886736,0,1,1
676,1,16.78333333,-59.1988679,0,0,1
677,1,-150.1666667,-59.69370949,0,0,1
678,1,514.1666667,-59.81300179,0,0,1
679,1,-12,-169.7188563,0,0,1
680,1,232.1666667,-24.27534121,0,0,1
681,1,1628.333333,-59.90478745,0,0,1
682,1,-13.5,47.80476585,1,0,0
683,1,-60,-51.37408118,0,0,1
684,1,126,-59.9991471,0,0,1
685,1,132.5666667,43.98502042,0,0,1
686,1,-26.83333333,-88.44944945,0,1,1
687,1,11.83333333,-30.84244006,0,1,0
688,1,952.6666667,144.6961078,0,0,0
689,1,76.5,-26.40268505,0,0,0
690,1,-18.5,-36.17616526,0,1,1
691,1,-34.16666667,-29.48810737,0,1,1
692,1,-110.6666667,-59.75420507,0,0,1
693,1,28,-59.99866953,0,0,1
694,1,-104.3333333,-59.83335956,0,0,1
695,1,-352,-31.50185808,0,0,1
696,1,-9.333333333,-48.19621293,0,0,1
697,1,566.4166667,-59.85064371,0,0,1
698,1,-320,-60,0,0,1
699,1,-160.3333333,-59.6100176,0,0,1
700,1,-140,-60,0,0,1
701,1,-320,-60,0,0,1
702,1,2686.666667,-14.9536666,0,0,1
703,1,131.3333333,-55.97453034,0,0,1
704,1,609.2,18.3277595,0,1,1
705,1,-50,-200.5702766,0,0,1
706,1,1840.666667,-96.58165482,0,1,1
707,1,215.1333333,-57.91865314,0,0,1
708,1,-24.33333333,-2.437677767,0,1,0
709,1,64,63.89951634,0,0,0
710,3,-1187.333333,1554.788707,0,1,0
711,1,-42.16666667,-166.1459065,0,0,1
712,1,-174.8333333,-59.83243105,0,0,1
713,1,8.833333333,-30.2528436,0,1,0
714,1,230,-201.1036685,0,1,0
715,1,263.3333333,-70.10467283,0,1,1
716,2,3892.083333,202.3341618,0,0,1
717,1,162.3333333,56.2179784,0,1,1
718,1,-50,526.5465827,0,1,1
719,1,805.8333333,48.9031372,0,0,1
720,1,500.6666667,40.59192318,0,0,0
721,1,-240,-299.4348774,0,0,1
722,1,-43,-249.2590834,0,1,1
723,1,454.3333333,-48.36462591,0,1,0
724,1,11.16666667,5.752770296,0,1,0
725,1,348.5,10.24226809,0,1,0
726,1,-133.1666667,-59.81174493,0,0,1
727,1,-50,-2.460774422,0,0,1
728,1,-2.666666667,-299.0220205,0,0,1
729,1,-27,-286.7407413,0,0,1
730,1,-304.5,-59.90788529,0,0,1
731,1,332.7166667,-59.78660055,0,0,1
732,1,-23.33333333,-166.7634362,0,0,1
733,1,-115.6666667,-54.94479379,0,0,1
734,1,-140,-59.9995718,0,0,1
735,1,276.6666667,95.16497029,0,1,0
736,1,-165,-24.11571574,0,0,1
737,1,-295.3333333,-58.65395384,0,0,1
738,1,-50,-1195,0,0,1
739,1,117.8666667,-59.41231502,0,0,1
740,1,-190.3333333,-58.24795519,0,0,1
741,1,141.8333333,-59.80428219,0,0,1
742,1,234.8333333,-258.6759281,0,0,1
743,1,-50,-296.7241483,0,0,1
744,1,1353.166667,861.4771253,0,0,0
745,1,810,-17.70318847,0,0,1
746,1,571.6666667,18.61483167,0,0,0
747,1,664.8333333,22.97009081,0,1,1
748,1,415.8,-2.034231879,0,1,1
749,1,2562.333333,133.3942917,0,1,0
750,1,320.6666667,21.85284162,0,1,0
751,1,289.3333333,-141.9388593,0,1,1
752,1,846.0666667,-12.39305592,0,1,1
753,1,-99,98.3665629,0,0,0
754,1,1506.833333,-91.39874113,0,1,1
755,1,99.5,-118.8145346,0,0,0
756,1,-35.33333333,-55.68095242,0,0,1
757,1,-140,-60,0,0,1
758,1,193.5,-59.98315668,0,0,1
759,1,311.3333333,49.28891468,0,0,0
760,1,1537,98.96388346,0,0,0
761,1,4,519.3492774,0,0,0
762,1,-0.5,-64.10007,0,0,1
763,1,70.45,-56.40765207,0,0,1
764,1,47.16666667,-59.81707986,1,0,1
765,1,-346.6666667,-59.95809746,0,0,1
766,1,-320,-60,0,0,1
767,1,-380,-59.99098097,0,0,1
768,2,1818,149.3503863,0,1,0
769,1,-58.93333333,-27.16819954,0,0,1
770,1,-320,-60,0,0,1
771,1,664.6666667,-59.90578858,0,0,1
772,1,-38.36666667,67.74313029,0,0,1
773,1,-31.16666667,-17.26830661,0,0,1
774,1,-49.33333333,-299.9389324,0,0,1
775,1,-46.16666667,-145.2015889,0,0,1
776,1,-364.5,-59.92353874,0,0,1
777,1,78.16666667,-42.94986113,0,0,1
778,1,233.4666667,108.1474769,0,0,1
779,1,49.5,-31.07699847,0,0,1
780,1,-95.83333333,-59.86227968,0,0,1
781,1,-50,-1351,0,0,1
782,1,-198.1666667,-56.14690208,0,0,1
783,1,-140,-60,0,0,1
784,1,-339,-9.9853899,0,0,1
785,1,188.6666667,-5.523081568,0,0,1
786,1,1070.333333,87.26380903,0,1,0
787,1,-237,-59.79943293,0,0,1
788,1,807,34.87516014,0,1,0
789,1,639.8333333,202.8893704,0,0,1
790,1,-197.6666667,-59.94911909,0,0,1
791,1,962,29.16252332,0,0,0
792,1,2128,-59.99927807,0,0,1
793,1,-35,-1236,0,0,1
794,1,2555.5,-194.0801387,0,1,1
795,1,897.3333333,139.5719945,0,1,0
796,1,120.8333333,-33.65058388,0,0,1
797,1,-50,-1446,0,0,1
798,1,-30,-276.7751932,0,0,1
799,1,-187,-56.2103054,0,0,1
800,1,-197.1666667,59.00611183,0,0,1
801,1,-95,-124.4469658,0,0,1
802,1,-184,-59.24805771,0,0,1
803,1,633.5,-125.7231755,1,1,0
804,1,-228.6666667,-60,0,0,1
805,1,-50,-996,0,0,1
806,1,-38,-299.848031,0,0,1
807,1,-148.1666667,-57.67237034,0,0,1
808,1,679,64.95355851,0,1,1
809,1,-137.0833333,-54.74967518,0,0,1
810,1,-195,-58.56524587,0,0,1
811,1,-191.1666667,-59.59808898,0,0,1
812,1,-187.5,-59.07125092,0,0,1
813,1,25.66666667,-34.90006469,0,0,1
814,1,-200,-742,0,0,1
815,1,575.8333333,-30.61446834,0,1,1
816,1,328,340.5136434,0,1,0
817,1,-44.5,-292.5008652,0,0,1
818,2,2172.166667,99.98146699,0,1,0
819,1,-185.1666667,-1238,0,0,1
820,1,601.8333333,-59.93190331,0,0,1
821,1,725.5,-59.90472015,0,0,1
822,1,203,-34.18018111,0,0,1
823,2,1589.333333,130.3615658,0,1,0
824,1,-50,-55,0,0,1
825,1,84.46666667,-59.90477527,0,0,1
826,1,-139.5,-59.82456927,0,0,1
827,3,-309.5,-685.922388,0,0,0
828,1,440,4.798467648,0,1,0
829,1,759.1833333,29.57969713,0,1,1
830,1,299.3333333,35.01203578,0,1,0
831,1,26,-59.36341214,0,0,1
832,1,-19.83333333,-54.92069825,0,0,1
833,1,-247.3333333,-59.99669959,0,0,1
834,1,-183,-58.67200747,0,0,1
835,1,-122,-55.97524945,0,0,1
836,1,-59.83333333,-15.30483214,0,0,1
837,1,3394,-194.7715874,0,1,1
838,1,109.8333333,-59.81263967,0,0,1
839,1,-200,-789,0,0,1
840,1,-50,-299.7625732,0,0,1
841,1,268.7333333,-59.89903212,0,0,1
842,1,-144.3333333,-59.85388438,0,0,1
843,1,510.6,35.90046406,0,1,1
844,1,571,68.76590536,0,1,1
845,1,309.5833333,21.446976,0,1,1
846,1,260.3333333,-302.8775847,0,0,0
847,1,-173.8333333,-184.6730589,0,1,0
848,1,4230,-10.42255402,0,0,1
849,1,-228,-57.29969077,0,0,1
850,1,-196,-60,0,0,1
851,1,298.5,-128.8932,0,1,0
852,1,-88.5,-161.8099799,0,0,1
853,1,-379.8333333,-58.09095287,0,0,1
854,1,18.2,-214.6378183,0,0,1
855,1,-40.33333333,-59.73589498,0,0,1
856,1,516.1666667,-46.86571494,0,0,1
857,1,-162.8333333,-59.83320125,0,0,1
858,1,45.15,-62.9692668,1,0,1
859,1,703.6666667,144.3231652,0,1,0
860,1,-793.6666667,-97.17897274,1,0,0
861,1,298.8333333,-39.43726238,0,1,0
862,1,214.1666667,209.568351,0,1,1
863,1,2315.5,-60,0,0,1
864,1,202.7,26.47900317,0,1,1
865,1,927,-4.871123442,1,1,0
866,1,-127.85,-60,0,0,1
867,1,-108.3333333,-59.85477848,0,0,1
868,1,-379.5,-60,0,0,1
869,2,1110.5,51.46840045,0,0,0
870,1,-380,-25.74271425,0,0,1
871,1,50.66666667,-60,0,0,1
872,1,17.16666667,-59.90573649,0,0,1
873,1,40.66666667,-59.99808153,0,0,1
874,1,149.0166667,-59.6527338,0,0,1
875,2,764.6666667,-78.81158609,0,1,0
876,1,-123.8333333,-46.39541271,0,0,1
877,1,-50,-268.3038931,0,0,1
878,1,55.33333333,-59.78718133,0,0,1
879,1,-150,-59.95856209,0,0,1
880,1,-127.3333333,-59.89580822,0,0,1
881,1,90,-299.9851575,0,0,1
882,2,-317.1,-344.489297,0,1,1
883,1,-27,-59.93810883,0,0,1
884,1,59,-59.96998278,0,0,1
885,1,-284.6666667,-59.99865076,0,0,1
886,1,926,-242.1405526,0,0,1
887,1,-41.83333333,-222.0082846,0,0,1
888,1,-73.83333333,-59.61786313,0,0,1
889,1,-30,-299.9139233,0,0,1
890,1,-132,-59.19491924,0,0,1
891,1,147.2833333,50.82325935,0,0,1
892,1,-156.5,-51.21554279,0,0,1
893,1,389.8333333,-4.82266062,0,0,1
894,1,-162.1666667,-41.05719606,0,0,1
895,1,-25.16666667,-299.9798394,0,0,1
896,1,20,-178.2865888,0,0,1
897,1,106.5,6.738797597,0,0,1
898,1,-151.1666667,-55.96880245,0,0,1
899,1,-377.5,-12.8751735,0,0,1
900,1,-220.8333333,-0.339717779,0,0,1
901,1,-42.83333333,-259.8822427,0,0,1
902,1,-354.1666667,-59.89042346,0,0,1
903,1,308.6666667,-59.95676311,0,0,1
904,1,-107.6666667,-4.394705457,0,1,0
905,1,80.33333333,106.5458072,0,1,0
906,1,765.6666667,102.7125506,0,0,0
907,1,-308.8333333,-59.8548638,0,0,1
908,1,147.3666667,-137.7605846,0,0,1
909,1,-38.33333333,-59.76314651,0,0,1
910,1,-64.33333333,-36.15664075,0,0,1
911,1,-383.6666667,-73.22850616,0,1,0
912,1,4.983333333,-59.22786246,0,0,1
913,1,-52.83333333,-48.65249807,0,0,1
914,1,143.8333333,40.23936857,0,0,0
915,1,454.5,-47.10237023,0,0,1
916,1,-351,-59.92614119,0,0,1
917,1,463.6666667,1.52743972,0,1,0
918,2,302.8333333,-9.546361127,0,0,0
919,1,-1.333333333,-59.71983013,0,0,1
920,1,-85.16666667,-59.72671041,0,0,1
921,1,463.3333333,-33.73816058,0,1,0
922,1,68.66666667,-289.3442146,0,0,1
923,1,-52.75,-59.64736531,0,0,1
924,1,-175.8333333,54.58372951,1,0,1
925,1,516.8333333,-41.10811153,0,1,0
926,1,203.3333333,-198.6108975,0,1,0
927,1,532.1666667,208.0141776,0,1,1
928,1,-17.33333333,144.0781988,0,0,0
929,2,976.85,-94.38154943,0,1,1
930,1,-68,-39.98077226,0,0,1
931,1,-156,-59.82371998,0,0,1
932,1,-37.73333333,-59.86294291,0,0,1
933,1,-50,-690,0,0,1
934,1,3670,-39.60525084,0,1,1
935,1,1955,-23.37788092,0,0,0
936,1,40,-149.2839737,0,0,1
937,1,18.66666667,-59.39700534,0,0,1
938,1,251.55,-32.36243879,0,1,1
939,1,1688.166667,225.8263458,0,0,0
940,1,-194.5,-59.98019409,0,0,1
941,1,17.66666667,-59.80726748,0,0,1
942,1,-298.6666667,-59.85096693,0,0,1
943,1,153.6666667,14.26073003,0,1,1
944,1,183.5,-59.62678941,0,0,1
945,1,585,-59.99564409,0,0,1
946,1,-360.8333333,-59.4356823,0,0,1
947,1,-77.26666667,-24.94818735,0,0,1
948,1,-80,-59.90402603,0,0,1
949,1,-11.48333333,-267.2571615,0,0,1
950,1,-322.3333333,-24.36138068,0,0,1
951,1,-97.41666667,-28.96959192,0,0,1
952,1,11.33333333,-25.31917862,0,1,0
953,1,-157.1666667,-59.85145736,0,0,1
954,1,-50,54.87839746,0,0,1
955,1,2950,-60,0,0,1
956,1,-172.4166667,-73.79672395,0,1,1
957,1,1031.5,-60,0,0,1
958,1,2916,-203.3041948,0,0,1
959,1,-198.6666667,-59.60181904,0,0,1
960,1,-175.1666667,-59.69846945,0,0,1
961,1,337.3333333,4.074940586,0,0,1
962,1,-33.16666667,-281.3623676,0,0,1
963,1,74.33333333,-58.77734089,0,0,1
964,1,-15.16666667,-161.4792892,0,0,1
965,1,48,-2.485168365,0,1,0
966,1,163.6666667,75.27056198,0,1,1
967,1,141.1666667,-212.2436209,0,0,1
968,1,-200,-59.99384212,0,0,1
969,1,-366.3333333,-59.99997807,0,0,1
970,1,276.1666667,-30.50835756,0,1,1
971,1,-268.3333333,-58.58131771,0,0,1
972,1,6.666666667,-56.16621052,0,0,1
973,1,13.2,-120.0454102,0,0,1
974,1,-36.66666667,-50.94546136,0,0,1
975,1,-189,-59.73865847,0,0,1
976,1,-115.8333333,-47.12041129,0,0,1
977,1,598,-33.70670516,0,0,0
978,1,71.16666667,-30.67501372,0,1,1
979,1,136.8333333,46.47765899,0,0,1
980,1,-337,-59.38391598,0,0,1
981,3,-2828.333333,-1163.924385,0,0,0
982,1,-6.666666667,-49.71570611,0,0,1
983,1,-140,-60,0,0,1
984,1,-200,-1496,0,0,1
985,1,-111,-59.99694284,0,0,1
986,1,-198.6666667,-59.96690437,0,0,1
987,1,-199.5,-59.92992401,0,0,1
988,1,-360,-60,0,0,1
989,1,-50,-797,0,0,1
990,1,-32.16666667,-239.9927942,0,0,1
991,1,-375.3333333,-59.86228752,0,0,1
992,1,-140,-60,0,0,1
993,1,-200,-1863,0,0,1
994,1,-198.8333333,-55.11553955,0,0,1
995,1,178.1666667,-49.90279579,0,0,1
996,1,43.33333333,-59.99975395,0,0,1
997,1,-140,-60,0,0,1
998,1,1040.666667,-59.99988238,0,0,1
999,1,-140,-60,0,0,1
1000,1,835.5,791.83738,0,1,0
1001,1,-50,-291,0,0,1
1002,1,-109.6666667,-59.45893348,0,0,1
1003,1,-193.6666667,-59.00683506,0,0,1
1004,1,-380,-59.97779115,0,0,1
1005,1,28.5,-18.0966457,0,0,1
1006,1,118.1666667,-56.88941717,0,0,1
1007,1,-104,-59.90977701,0,0,1
1008,1,-207.3333333,-59.18176738,0,0,1
1009,1,257.8333333,208.3582088,0,0,0
1010,1,1011.333333,-59.84152236,0,0,1
1011,1,400,-29.21548462,0,0,1
1012,1,1270.666667,157.5845122,0,0,0
1013,1,105.5,-36.595845,0,0,1
1014,1,156.5,-48.858207,0,0,1
1015,1,432.6666667,116.2365448,0,1,0
1016,1,-44.81666667,-164.7415891,0,0,1
1017,1,904.8333333,-40.68098856,0,0,1
1018,1,2650,-41.19894505,0,0,1
1019,1,31.5,-147.9066931,0,0,1
1020,1,318,118.8563641,0,0,0
1021,1,-21.16666667,-33.02170971,0,0,1
1022,1,80.45,-14.03499092,0,0,1
1023,1,1285.666667,100.3412457,0,0,1
1024,1,36.83333333,-76.22890127,0,0,0
1025,1,190,-150,0,0,1
1026,1,318.1666667,-26.67600001,0,0,1
1027,1,-13.83333333,-300,0,0,1
1028,1,776.3333333,-60,0,0,1
1029,1,-50,18.77109956,0,0,1
1030,1,1294.666667,-59.63642279,0,0,1
1031,1,56.66666667,-170.157798,0,0,0
1032,1,-50,-446,0,0,1
1033,1,142.3333333,-46.34156189,0,0,1
1034,1,-116,-59.83370447,0,0,1
1035,1,4314,-39.9986248,0,0,1
1036,1,14.5,0.144698577,0,0,1
1037,1,73.5,-8.68661499,0,0,1
1038,1,18.5,-27.40616466,1,0,0
1039,1,-172,-5.788644075,0,0,1
1040,1,-379.5,-59.19970894,0,0,1
1041,1,-199.8333333,-60,0,0,1
1042,1,-133.5,-59.53458803,0,0,1
1043,1,-38.5,100.2881585,0,1,0
1044,1,83.66666667,-30.42334383,0,0,1
1045,1,90,-291.2717066,0,0,1
1046,1,194.5,-34.56971654,0,0,1
1047,1,-196.8333333,-139.4493931,0,0,1
1048,1,-55.66666667,-99.79792428,0,0,1
1049,1,97.5,-114.4870015,0,0,1
1050,1,-29.63333333,-59.94474108,0,0,1
1051,1,-113.6666667,-59.69577996,0,0,1
1052,1,330,-54.14835691,0,0,1
1053,1,-83.5,-33.25167665,0,0,1
1054,1,916,-59.41226959,0,0,1
1055,1,50.33333333,-60,0,0,1
1056,1,127.5,-293.1583843,0,0,1
1057,1,111.8333333,-150.761139,0,1,0
1058,1,-363.5,-57.32390165,0,0,1
1059,1,-195.5,-47.98828888,0,0,1
1060,1,-66.5,-24.66413333,0,0,1
1061,1,-73.16666667,-57.6993879,0,0,1
1062,1,-200,-56.29848682,0,0,1
1063,1,48.6,-242.4080934,0,0,1
1064,1,-341.5,-59.99890761,0,0,1
1065,1,-42.16666667,-244.4715379,0,0,1
1066,1,95.5,-31.3168139,0,0,1
1067,1,37.33333333,-252.1253436,0,0,1
1068,1,104.8333333,100.0944895,0,1,0
1069,1,-103.5,-18.49308673,0,0,1
1070,2,229.1666667,-53.82659924,0,0,0
1071,1,77.01666667,-15.3429914,0,0,1
1072,1,70,26.16816784,0,1,0
1073,1,-16,-59.37857142,0,0,1
1074,1,1728.5,-58.05455959,0,0,1
1075,1,-36.16666667,-59.94922473,0,0,1
1076,1,8.5,-59.7622027,0,0,1
1077,1,338.8333333,-90.12557917,0,1,1
1078,1,-38,-101.5168519,0,0,1
1079,1,157,-40.74558215,0,0,1
1080,1,72.16666667,-59.81401327,0,0,1
1081,1,159.6666667,-13.44806969,0,0,0
1082,1,-199.3333333,-59.83924961,0,0,1
1083,1,70,-286.0811357,0,0,1
1084,1,-362.3333333,-59.76924715,0,0,1
1085,1,25.83333333,-59.97028377,0,0,1
1086,1,-168.1666667,-49.29589152,0,0,1
1087,1,-44.33333333,-299.9993792,0,0,1
1088,2,-502.6666667,-956.9165472,0,1,1
1089,1,-319,-59.69842013,0,0,1
1090,1,1210.666667,188.2523407,0,1,0
1091,1,-177.1666667,-59.98336442,0,0,1
1092,1,-181.6666667,-40.90258226,0,0,1
1093,1,-103,-60,0,0,1
1094,1,-50,-150,0,0,1
1095,1,-113.5,-19.42269204,0,0,1
1096,1,87.16666667,-198.5189177,0,0,1
1097,1,766,-60,0,0,1
1098,1,2027.833333,-60,0,0,1
1099,1,-7.833333333,-59.90116926,0,0,1
1100,1,-380,-155,0,0,1
1101,1,218.6666667,19.67749639,0,0,1
1102,1,-370,-59.86529716,0,0,1
1103,1,-195,-49.40185738,0,0,1
1104,1,-319.8333333,-59.47947669,0,0,1
1105,1,529,-57.92394569,0,0,1
1106,1,-64.16666667,-57.44949532,0,0,1
1107,1,483.8333333,-52.0951407,0,0,1
1108,1,154,-59.7482657,0,0,1
1109,1,-193.2166667,-59.66954041,0,0,1
1110,1,756.3333333,-60,0,0,1
1111,1,-196.3333333,-34.04051709,0,0,1
1112,1,-125.8333333,-54.9154879,0,0,1
1113,1,1145.2,-296.7787447,0,0,1
1114,1,29.33333333,-214.7219468,1,0,1
1115,1,-26.33333333,-58.3354493,0,0,1
1116,1,-195.3333333,-59.7769622,0,0,1
1117,1,-156.3333333,-56.17087546,0,0,1
1118,1,-7.666666667,-194.3245166,0,0,1
1119,1,-376,-59.68585205,0,0,1
1120,1,-140,-60,0,0,1
1121,1,103,-56.6426506,0,0,1
1122,1,196.6666667,-47.41547654,0,0,1
1123,1,308.5333333,-15.2651293,0,1,1
1124,1,-25.16666667,-34.98863888,0,0,1
1125,1,-165.3333333,-59.67740839,0,0,1
1126,1,1540,-43.25986185,0,0,0
1127,1,-200,-59.9846611,0,0,1
1128,1,-200,-595,0,0,1
1129,1,-175.5,-59.39510574,0,0,1
1130,1,385.1666667,-59.99998665,0,0,1
1131,1,-18.83333333,-60,0,0,1
1132,1,1130,-60,0,0,1
1133,1,-47.33333333,-270.786824,0,0,1
1134,1,-112,-59.84777737,0,0,1
1135,1,-269.3333333,-58.07027864,0,0,1
1136,1,-190.3333333,-51.44679523,0,0,1
1137,1,410.9666667,-31.55752546,0,0,1
1138,1,-47.16666667,-95.98836844,0,0,1
1139,1,-348.1666667,-59.67646996,0,0,1
1140,1,138,-59.82823225,0,0,1
1141,1,250,-60,0,0,1
1142,1,72.83333333,-59.82451057,0,0,1
1143,1,-180,-48.09712791,0,0,1
1144,1,236.7833333,-59.88597055,0,0,1
1145,1,-200,-59.97980881,0,0,1
1146,1,1231.166667,-59.90127146,0,0,1
1147,1,-133.1666667,-59.86428051,0,0,1
1148,1,-200,-60,0,0,1
1149,1,2020.666667,-59.98337865,0,0,1
1150,1,-147.5,-56.58696079,0,0,1
1151,1,-15.16666667,-59.80695979,0,0,1
1152,1,-107.1666667,-59.78643721,0,0,1
1153,1,35.66666667,-59.27597904,0,0,1
1154,1,-200,-1481,0,0,1
1155,1,-196.6666667,-59.74345074,0,0,1
1156,1,1433,-4.238271396,0,0,1
1157,1,-82.53333333,-59.72705555,0,0,1
1158,1,-43.83333333,-253.2734348,0,0,1
1159,1,-139.8333333,-59.50156498,0,0,1
1160,1,-168.6666667,-59.87944685,0,0,1
1161,1,-235,-8.905125936,0,0,1
1162,1,-77.96666667,-60,0,0,1
1163,1,-50,-215.0232935,0,0,1
1164,1,176.1,-55.43781241,0,0,1
1165,1,940,-37.83694649,0,0,1
1166,1,-85.65,-1.388486642,0,0,1
1167,1,64.83333333,-59.81825551,0,0,1
1168,1,-43.83333333,-81.75242649,0,0,1
1169,1,-221,-38.22137014,0,0,1
1170,1,946.75,-59.79121139,0,0,1
1171,1,-244.3333333,-54.61343124,0,0,1
1172,1,-95.35,-59.61560097,0,0,1
1173,1,145,-298.4846354,0,0,1
1174,1,204.1666667,-59.53636404,0,0,1
1175,1,-50,-1126,0,0,1
1176,1,70,-299.0567675,0,0,1
1177,1,-39.33333333,-59.95857724,0,0,1
1178,1,-312,-59.82138781,0,0,1
1179,1,-198.6666667,-60,0,0,1
1180,1,-146.8333333,-54.82492002,0,0,1
1181,1,94.18333333,-49.26677688,0,0,1
1182,1,-132.5,-59.61209075,0,0,1
1183,1,2847.666667,-28.26893648,0,0,1
1184,1,403.8333333,-57.45395756,0,0,0
1185,1,-151.6666667,122.3946631,0,1,1
1186,1,-50,-28,0,0,1
1187,1,118.8333333,-16.35238174,0,0,0
1188,1,-240.8333333,5.380818107,0,0,1
1189,1,357.3333333,-187.3091899,0,0,1
1190,1,-50,-53.31920919,0,0,1
1191,1,-80,-59.48337793,0,0,1
1192,1,120.8666667,-59.89080882,0,0,1
1193,1,-155,-60,0,0,1
1194,1,251.5833333,-29.90658967,0,0,1
1195,1,-365.8333333,-45.14321613,0,0,1
1196,1,-253.6666667,-25.61417727,0,0,1
1197,1,149.1666667,-59.99997859,0,0,1
1198,1,1528,-299.982584,0,0,1
1199,1,112.1166667,-55.50998142,0,0,1
1200,1,-162.3333333,-59.983662,0,0,1
1201,1,253.1666667,-51.94898449,0,0,1
1202,1,3202,82.85375214,0,0,1
1203,1,-58.66666667,-58.73112835,0,0,1
1204,1,-100,-59.99370575,0,0,1
1205,1,-55.16666667,-55.90051341,0,0,1
1206,1,1913.666667,-58.73235416,0,0,1
1207,1,-49.66666667,-110.6052432,0,0,1
1208,1,-109.05,-59.16490769,0,0,1
1209,1,-170,-60,0,0,1
1210,1,20.5,-232.6778066,0,0,1
1211,1,271.2,-59.63790737,0,0,1
1212,1,4.5,-58.60656201,0,0,1
1213,1,94,-129.5279946,0,0,0
1214,1,40,-59.86855173,0,0,1
1215,1,212,-280.8309193,0,0,1
1216,1,-111.1666667,-59.99308066,0,0,1
1217,1,-110.8333333,-59.97374405,0,0,1
1218,1,-10.83333333,-248.0332103,0,0,1
1219,1,-197.6666667,-59.98211288,0,0,1
1220,1,-48.83333333,-252.5575349,0,0,1
1221,1,187.8333333,-247.9195868,0,0,1
1222,1,321.3333333,-159.4171564,0,1,1
1223,1,-23.66666667,-59.86078791,0,0,1
1224,1,153.5,-59.99951436,0,0,1
1225,1,204.1666667,-57.69917826,0,0,1
1226,1,-156.3333333,-59.87647951,0,0,1
1227,2,1167.5,156.2130587,0,0,0
1228,1,-198.5,-59.83324814,0,0,1
1229,1,-45.83333333,-296.0322077,0,0,1
1230,1,-50,-1724,0,0,1
1231,1,-50,-1692,0,0,1
1232,1,300,-59.62226972,0,0,1
1233,1,-110.5,-59.92886604,0,0,1
1234,1,280.5,-24.00408034,0,0,1
1235,1,-339.8333333,-58.5197835,0,0,1
1236,1,111.8333333,-85.00172952,0,0,1
1237,1,118,-60,0,0,1
1238,1,634.3333333,-16.17544115,0,1,0
1239,1,2440,-59.03219334,0,0,1
1240,1,-157,-60,0,0,1
1241,1,-50,-1807,0,0,1
1242,1,2159.5,9.544893052,0,0,1
1243,1,1304.133333,-58.94920436,0,0,1
1244,1,73,-59.82073765,0,0,1
1245,1,-29.66666667,-205.355967,0,0,1
1246,1,-49.5,-299.9081402,0,0,1
1247,1,70.83333333,-5.497191256,0,0,1
1248,1,-131.1666667,-42.42707166,0,0,1
1249,2,-121.8333333,-372.1791378,0,1,1
1250,1,-47.66666667,-151.6713931,0,0,1
1251,1,65,-299.2597566,0,0,1
1252,1,3877.333333,-53.2605225,0,0,1
1253,1,-50,-505,0,0,1
1254,1,-184.1666667,-59.90625434,0,0,1
1255,1,-351,-31.34553201,0,0,1
1256,2,-302.6666667,-308.1012793,0,1,0
1257,1,289.5,-58.35649554,0,0,1
1258,1,-89.33333333,-55.75306877,0,0,1
1259,1,-36.33333333,-53.52532501,0,0,1
1260,1,-199.8333333,-59.91961956,0,0,1
1261,1,319.6666667,-36.38174458,0,0,1
1262,1,945.5,-59.99164475,0,0,1
1263,1,-95,-47.97824019,0,0,1
1264,1,2.5,-78.27950144,0,0,1
1265,1,490.5,-96.85343721,0,0,0
1266,1,-199.6666667,-57.83032799,0,0,1
1267,1,-261.3333333,-52.37456296,0,0,1
1268,1,3617.5,-59.99891615,0,0,1
1269,1,-293.1666667,-50.44758878,0,0,1
1270,1,-49.83333333,-79.21004429,0,0,1
1271,1,720,88.30270863,0,0,1
1272,1,408.1666667,-55.36507214,0,0,1
1273,1,1120.5,-59.97401633,0,0,1
1274,1,-50,-1950,0,0,1
1275,1,-110,-59.88430564,0,0,1
1276,1,58.83333333,-59.47247028,0,0,1
1277,1,225.7333333,-299.6331774,0,0,1
1278,1,2987.166667,-59.95811812,0,0,1
1279,1,-50,-274.0908656,0,0,1
1280,1,-367.3333333,-60,0,0,1
