id,pack_type,extra_time,extra_flow,pack_change,contract,loss
270,2,1384.333333,211.1486428,0,1,0
271,2,-270.5,-213.0982154,0,1,0
272,1,34.33333333,79.65814574,0,0,0
273,2,970,-9.021517511,0,1,0
274,1,490.1666667,143.2962629,0,1,1
275,2,-170.3333333,-145.705585,0,0,0
276,1,1550.333333,71.74132602,0,1,0
277,1,929.6666667,371.4066038,1,1,0
278,2,986.3333333,88.43536846,0,1,0
279,1,2.833333333,-466.238871,0,1,1
280,3,-350,-968.2418399,0,1,0
281,1,155.8333333,-41.09105214,0,1,0
282,2,-77,-197.7770877,0,1,1
283,2,2313.333333,-72.03801197,0,1,0
284,3,-2776.166667,-509.9905732,0,1,0
285,2,352,10.05985334,0,0,0
286,1,129.3333333,-19.59896114,0,1,1
287,2,336.5,-8.354515777,0,1,0
288,1,3734.216667,-61.6439271,0,0,1
289,1,226.3333333,-351.5832478,0,1,0
290,1,1125,33.81501695,0,1,1
291,1,459.6666667,130.0412904,0,1,0
292,1,1292.166667,139.2789957,0,1,0
293,1,-164.3333333,68.86527784,0,1,1
294,1,486,59.80883416,0,1,0
295,1,-93.33333333,-33.53231311,0,0,1
296,1,2026,-33.39489053,1,0,0
297,1,1032.2,-15.6709078,0,0,1
298,1,868.8333333,-15.21998921,0,0,1
299,1,553,-3.441975332,0,1,0
300,1,4158.666667,-23.01785692,0,0,1
301,1,-108.5,-29.02457619,0,1,0
302,1,371.3333333,35.92760178,0,0,0
303,1,59.16666667,-10.63138868,0,0,1
304,1,141.8333333,102.7736884,0,1,0
305,1,1114.5,-53.69046612,0,0,0
306,1,252.6666667,8.730692863,0,1,1
307,1,963.3333333,-55.67690754,0,0,1
308,1,-176.3333333,-59.88842697,0,0,1
309,1,-124.2166667,-24.79026461,0,0,1
310,1,18.66666667,-59.91732311,0,0,1
311,1,730.3333333,32.29181739,0,1,1
312,2,1349.333333,-59.12732197,0,1,1
313,1,2369.166667,43.09924352,0,1,1
314,1,635.3333333,92.54522591,0,0,0
315,1,542.6666667,-68.43822452,0,1,1
316,1,382.3333333,-34.5093018,0,1,1
317,1,-128.8333333,-59.94597491,0,0,1
318,1,250,-60,0,0,1
319,1,607.3333333,-39.23202493,0,0,1
320,1,-179.6666667,-60,0,0,1
321,1,-68.5,-59.93768215,0,0,1
322,1,1755,-75.218513,0,0,1
323,1,0.833333333,-51.83118309,0,0,1
324,1,-120,-59.51231956,0,1,1
325,1,-116.6666667,-59.33622742,0,0,1
326,1,-320,-60,0,0,1
327,1,-199.3333333,-39.87444639,0,0,1
328,1,-234.8333333,72.47931021,0,0,1
329,1,-314.1666667,-58.72517811,0,0,1
330,1,-87.83333333,-59.82068859,0,0,1
331,1,169.8333333,-101.6751458,0,1,1
332,1,-50,-115.5582354,0,0,1
333,1,51.16666667,-33.7118392,0,0,1
334,1,-26.33333333,-60.9592698,0,0,0
335,1,40,-290.303968,0,0,1
336,1,-198.8333333,-52.73033333,0,0,1
337,1,70,-281.7494154,0,0,1
338,1,-317.8333333,-59.95689063,0,0,1
339,1,621.1333333,-57.92265066,0,0,1
340,1,57.5,-177.8061679,0,0,1
341,1,-310.8333333,-59.99565515,0,0,1
342,1,-365,-128.1819974,0,0,1
343,1,-149,-60,0,0,1
344,1,-190,-55.74426794,0,0,1
345,1,-18.33333333,32.61226034,0,0,1
346,1,-102,-416.2550989,1,1,1
347,1,2634,34.82448225,0,0,0
348,1,-214.5,485.0058822,0,1,1
349,1,585.6666667,125.0489885,0,0,0
350,1,100,-131.4033508,0,0,1
351,1,-6,-54.84574934,0,0,1
352,1,-49.83333333,-197.0571838,0,1,1
353,1,332.8333333,-303.2716409,0,0,0
354,1,181.3333333,278.9408606,0,0,0
355,1,16.33333333,-59.99918322,0,0,1
356,1,176.5,-116.5925689,0,0,0
357,1,1013.666667,180.1219344,0,0,0
358,1,115,-287.7503734,0,0,1
359,1,319.1666667,1.445244144,0,1,0
360,1,128.3333333,72.71903267,0,1,0
361,2,-131.6666667,-140.9890644,0,1,0
362,1,4094.833333,-47.74408286,0,0,1
363,1,44.33333333,31.90161653,0,0,1
364,1,-140,-60,0,0,1
365,1,-182.5,-59.78014302,0,0,1
366,1,268,-59.99978447,0,0,1
367,1,-29.5,-193.3495908,0,0,1
368,1,1351.5,134.5799602,0,0,1
369,1,-50,-1724,0,0,1
370,1,150.5,-27.22930535,0,0,0
371,1,382.1666667,3.954779118,0,1,1
372,1,-333.3333333,-59.90100592,0,0,1
373,1,210.5,173.9999061,0,1,0
374,1,-139.8333333,-59.68508816,0,0,1
375,1,2024.833333,-0.127683746,0,1,1
376,1,132.1666667,116.5835438,0,0,1
377,1,-200,-1625,0,0,1
378,1,54.83333333,-59.47174939,0,0,1
379,3,187.5833333,-81.55648188,0,1,1
380,1,448.5,246.5070496,0,1,0
381,1,113.1166667,-28.61878703,0,1,1
382,1,-125,-59.79295222,0,0,1
383,1,-187.8333333,-49.21049627,0,0,1
384,1,-243.3333333,-59.8291906,0,0,1
385,1,113,-41.95770228,0,0,1
386,1,914,-60,0,0,1
387,1,-193.3333333,-59.82701573,0,0,1
388,1,100.6666667,-299.7678243,0,0,1
389,1,131.5,-106.001965,0,0,0
390,1,962.1666667,-58.82420006,0,0,1
391,1,-349.8333333,-59.60344776,0,0,1
392,1,-367.8333333,-59.7578489,0,0,1
393,1,-48.5,-299.3948233,0,0,1
394,1,-379.6666667,-59.99953771,0,0,1
395,1,-357.1666667,-21.73072481,0,0,1
396,1,-86.63333333,-59.91346455,0,0,1
397,1,645,-60,0,0,1
398,1,249.6666667,-17.53426876,0,0,0
399,1,-276.6666667,-38.54606264,0,0,1
400,1,-50,-1684,0,0,1
401,1,809.6833333,-58.74920186,0,0,1
402,1,24.33333333,-14.03403171,0,0,1
403,1,-320,-60,0,0,1
404,1,187.3333333,-183.3442034,0,1,1
405,1,46.73333333,-59.99947945,0,0,1
406,1,-115.1666667,-19.55878743,0,0,1
407,1,139.3,-37.08533053,0,0,1
408,1,-113.6666667,-60,0,0,1
409,1,437.8333333,63.25886454,0,1,0
410,1,-308.8333333,-44.48496189,0,0,1
411,1,-240,-59.98115508,0,0,1
412,1,295,-59.98995924,0,0,1
413,1,-281.3333333,-25.04698172,0,0,1
414,1,76,-60,0,0,1
415,1,-44.66666667,-216.9486256,0,1,1
416,1,-144.1666667,-59.91802149,0,0,1
417,1,1243,-30.75073776,0,0,1
418,1,425.5,-29.09784943,0,1,0
419,1,-257.6666667,-59.2863158,0,0,1
420,2,1321.166667,62.2575345,0,1,1
421,1,135.6666667,40.50828364,0,1,0
422,1,1080.45,-316.5964125,0,1,1
423,1,256.5,96.64013455,0,1,0
424,1,-18,-177.7652484,0,0,1
425,2,-419.5,-565.642362,0,1,1
426,1,-43.16666667,-263.0143698,0,0,1
427,1,-147.8,-59.81574379,0,0,1
428,1,-87.16666667,-94.36374777,0,0,1
429,1,34.83333333,-81.52162561,0,0,1
430,2,1635.683333,-493.5647155,0,1,1
431,1,32.6,3.558847254,0,0,1
432,1,-193.1666667,-59.70156014,0,0,1
433,1,-15.33333333,-48.1249072,0,1,1
434,1,-131.65,-75.01204957,0,1,1
435,2,213.1666667,-468.5778704,1,1,1
436,3,-243,-788.2145261,0,1,1
437,1,868,-71.56047913,0,1,0
438,1,25,62.27702092,0,1,0
439,2,1210.833333,-294.8647558,0,1,1
440,1,149.5,-26.75470901,0,1,0
441,1,172.8666667,-21.8873829,0,1,1
442,1,1027.333333,76.70904856,1,1,0
443,1,-378.8333333,-59.91927147,0,0,1
444,1,722.8333333,-52.73690024,0,0,1
445,1,-50,-297.1179768,0,0,1
446,1,75,-7.076758205,0,0,0
447,1,-68,-60,0,0,1
448,1,1696,-45.2765971,0,0,1
449,1,-155,-59.80202068,0,0,1
450,1,1.666666667,-190.6094091,0,1,1
451,1,-153.8333333,-16.2079259,0,0,1
452,1,438.3333333,-32.17461178,0,0,0
453,1,184,-59.98653447,0,0,1
454,1,-50.33333333,-29.57087258,0,0,1
455,1,-121.3333333,-57.65713639,0,0,1
456,1,-42,-45.57600565,0,0,1
457,1,-50,-213.9678516,0,0,1
458,1,-6.333333333,-273.9599286,0,0,1
459,1,22,-299.0409562,0,0,1
460,1,956.5,-51.44862388,0,0,0
461,1,272.85,-59.43752141,0,0,1
462,1,-248.8333333,-59.82850222,0,0,1
463,1,850,-5.536355973,0,0,1
464,1,75.5,-280.5494936,0,0,1
465,1,-67.5,-210.7482645,0,0,1
466,1,1158.333333,101.1819166,0,1,0
467,1,63.53333333,-24.30926176,0,0,1
468,1,490,-60,0,0,1
469,1,466.5,81.59524686,0,1,1
470,1,-199.1666667,-8.82382218,0,0,1
471,1,-338.6666667,-59.78189231,0,1,1
472,1,2660,-59.83046484,0,0,1
473,1,-50,-119.7861576,0,1,1
474,1,641.7166667,-58.20305859,0,0,1
475,1,146.8333333,-33.05236418,0,0,0
476,1,1410.166667,-59.9211945,0,0,1
477,1,160.5,-49.11098404,0,0,0
478,1,950,-60,0,0,1
479,1,118.5,-263.0136213,0,1,1
480,1,393.8333333,-97.76825988,0,1,0
481,1,306.6666667,-64.41371345,0,1,1
482,1,1879.5,-99.83230095,0,1,0
483,1,-133.1666667,-52.44803579,0,1,1
484,1,274.8333333,13.24621773,0,1,1
485,1,391.2,-60.92500998,0,1,1
486,1,-3,-36.55921066,0,0,0
487,1,-163.3333333,-60,0,0,1
488,1,3920.166667,6.772481282,0,1,1
489,1,336.1666667,-5.517962589,0,1,0
490,1,91.83333333,-31.12130432,0,1,1
491,1,467.1666667,-19.52533432,0,1,0
492,1,-50,-699,0,0,1
493,1,1562.833333,-147.305471,0,1,0
494,1,83.83333333,124.031263,0,1,1
495,1,-103.8333333,-85.71161202,0,0,1
496,1,-140,-60,0,0,1
497,1,4143,-39.92092085,0,1,1
498,1,-93.5,-59.03199863,0,0,1
499,1,-123.2833333,-59.95006431,0,0,1
500,1,2850.666667,-194.4983506,1,0,1
501,1,-50,-59.40400219,0,0,1
502,1,563.8333333,-1.697226171,0,1,1
503,1,-1,-267.7468338,0,0,1
504,1,282.6666667,-40.34597093,0,0,1
505,1,-154.3333333,77.90101776,0,0,1
506,2,1432.833333,136.3445474,0,1,1
507,1,-52.66666667,-52.18481933,0,0,1
508,1,801.6666667,59.38651376,0,1,0
509,1,1186.333333,-78.9563529,0,1,0
510,1,-253.3333333,-44.23267652,0,0,0
511,1,365.3333333,3.277491967,0,1,1
512,1,268.6666667,14.76240826,0,1,1
513,1,202.8333333,-60,0,0,1
514,1,51.5,-255.3631682,0,0,1
515,1,-163.8333333,-40.18324041,0,0,1
516,1,1060,-56.11086082,0,0,1
517,1,96.73333333,-59.80292719,0,0,1
518,1,58.66666667,-144.3648099,0,1,1
519,1,700,-58.6311717,0,0,1
520,1,-50,-54.32690907,0,0,1
521,1,155.1666667,25.8980702,0,1,1
522,1,-50,-299.9876556,0,0,1
523,1,17.58333333,-56.30419769,0,0,1
524,1,303.25,-59.81869307,0,0,1
525,1,-49.33333333,-210.0106497,0,1,1
526,1,571,-70.55270061,0,1,0
527,1,808.7166667,-47.58773253,0,0,1
528,1,221.3333333,-53.2102363,0,0,1
529,1,142,-300,0,0,1
530,1,-33.16666667,-37.79759602,1,0,1
531,1,-178.6666667,-59.9246906,0,0,1
532,2,749.1666667,129.6271222,1,0,0
533,1,-47.83333333,47.81873101,1,1,0
534,1,-48.83333333,-226.2720246,0,1,1
535,1,-37,-199.749864,0,0,1
536,1,-367.5,-57.83386718,0,0,1
537,1,-27.83333333,-60,0,0,1
538,1,-163.1666667,-59.82765605,0,0,1
539,1,-21.83333333,-11.14656223,0,0,1
540,1,17.5,-59.45010726,0,0,1
541,1,1860,-21.23515296,0,0,1
542,1,-183.3333333,-59.74499312,0,0,1
543,1,287.6666667,141.3570032,0,0,0
544,1,420.6666667,-68.86942536,0,0,1
545,1,-35,-283.4734087,0,0,1
546,1,-28.83333333,-49.22291643,0,0,1
547,1,1596,-59.96979364,0,0,1
548,1,-156.3333333,-59.87323837,0,0,1
549,1,-197.8333333,-59.53124285,0,0,1
550,1,512.6666667,-59.81505413,0,0,1
551,1,0.666666667,-38.48448753,0,1,1
552,1,-170,-60,0,0,1
553,1,-31.16666667,-168.1519114,0,0,1
554,1,-20,-57.34132557,0,0,1
555,1,94.83333333,-46.72952548,0,0,1
556,1,-50,-238.6895404,0,0,1
557,1,-163.6666667,-52.61547002,0,0,1
558,1,-299.3333333,-60,0,0,1
559,1,-163,-57.15075239,0,0,1
560,1,-318.6666667,-57.85076169,0,0,1
561,1,-139.1666667,-59.89691492,0,0,1
562,1,791.1666667,53.28236276,0,0,1
563,1,653.3333333,37.03087008,0,0,0
564,1,-358.1666667,-59.71334293,0,0,1
565,1,525,288.171316,0,0,0
566,1,375.55,10.84180511,0,0,1
567,1,-53.16666667,-60,0,0,1
568,1,-88.95,-54.30599542,0,0,1
569,1,-57,-59.8887746,0,0,1
570,1,-120.3333333,-60,0,0,1
571,1,-71.83333333,-59.81875801,0,0,1
572,1,-5.666666667,-59.80504398,0,0,1
573,1,-200,-1166,0,0,1
574,1,-202.5,-59.76550657,0,0,1
575,1,105.1666667,-59.96945691,0,0,1
576,1,1318.333333,-41.46894865,0,0,1
577,1,-19.5,-211.7740194,0,0,1
578,1,2.5,-71.25575447,0,0,1
579,1,-2,-59.99324391,0,0,1
580,1,2861.166667,-59.45340824,0,0,1
581,1,-32.16666667,-25.00458032,0,0,1
582,1,195.5,-188.150134,0,1,0
583,2,750,-621.5717249,0,0,1
584,1,-158.5,-49.29082186,0,0,1
585,1,12.66666667,-59.99639893,0,0,1
586,1,212.1666667,-47.19206073,0,0,1
587,1,-76.5,-59.99206946,0,0,1
588,1,-321,-59.55444032,0,0,1
589,1,2735.666667,-59.76741295,0,0,1
590,1,430,507.310699,0,0,1
591,1,86.98333333,-60,0,0,1
592,1,-374.5,-59.72363901,0,0,1
593,1,-160.3333333,-59.95431995,0,0,1
594,1,-198.3333333,-57.25801182,0,0,1
595,1,-175.1666667,-34.79630809,0,0,1
596,1,-130.3333333,-16.18456326,0,0,1
597,1,-43.83333333,-110.9842071,0,1,1
598,2,1211.666667,-504.8300182,0,1,0
599,1,299,3.053259472,0,0,0
600,1,584.1666667,-20.32749537,0,0,0
601,2,-487.6166667,-615.4617148,0,1,1
602,2,-200,-261.543252,0,1,0
603,2,-256.5,-395.6674596,1,1,0
604,2,-324,-97.10355165,0,1,1
605,1,-49.5,-137.7780946,0,1,1
606,1,11.5,288.4535531,0,1,0
607,2,-153,-290.7345952,0,1,1
608,1,110.6666667,-157.7255694,0,1,0
609,2,17.83333333,-123.4996878,0,1,0
610,2,-679.3333333,-1021.536317,0,0,1
611,3,-2558,-2189.875986,0,0,0
612,3,-696,-762.3194687,0,0,0
613,1,762.1666667,-62.86240995,0,1,0
614,1,27.66666667,72.34127438,0,0,0
615,1,472.1666667,216.53368,0,0,0
616,1,-50,-579,0,0,1
617,1,347.5,30.63556737,0,1,0
618,1,1155.333333,124.9683186,0,0,0
619,1,353,74.85109007,0,0,0
620,1,138.6666667,-92.07335006,0,1,0
621,1,179.3333333,-158.2344734,0,0,0
622,1,110.6666667,161.3624048,0,1,0
623,3,-598,-896.5697303,0,0,0
624,1,-60,-60,0,0,1
625,1,-147.8333333,-59.65718287,0,0,1
626,1,887.5,-91.38448293,0,0,1
627,2,812.15,-365.9007185,0,0,1
628,1,-309,-59.97683725,0,0,1
629,1,-95.66666667,-59.94015112,0,0,1
630,1,-178.1666667,-60,0,0,1
631,1,152,134.8142098,0,0,0
632,1,-322.3333333,-155.3015871,0,0,1
633,1,-334.6666667,-59.63810019,0,0,1
634,1,134.7,-131.0568608,0,0,1
635,1,-194.1666667,-59.34273987,0,0,1
636,1,297.3333333,30.40697285,0,0,0
637,1,-317,-59.79943397,0,0,1
638,1,-97,-59.63990974,0,0,1
639,1,-50,-589,0,0,1
640,1,-216.1666667,-59.8259031,0,0,1
641,1,-50,-881,0,0,1
642,1,1329.5,92.21224897,0,1,0
643,1,103,-59.78341399,0,0,1
644,1,-50,-1045,0,0,1
